ticker,year,month,contract_file,avg_vol,return,start_date,start_value,end_date,end_value
HO,2001,1,HO_2001-03.csv,13627.142857142857,-0.0651076923076922,2001-01-02,0.8125,2001-01-31,0.7596
HO,2001,2,HO_2001-04.csv,9801.736842105263,-0.028630136986301458,2001-02-01,0.73,2001-02-28,0.7091
HO,2001,3,HO_2001-05.csv,10834.181818181818,0.010329985652797857,2001-03-01,0.697,2001-03-30,0.7042
HO,2001,4,HO_2001-06.csv,9768.6,0.07893982808022937,2001-04-02,0.698,2001-04-30,0.7531
HO,2001,5,HO_2001-07.csv,9599.90909090909,0.021928665785997392,2001-05-01,0.757,2001-05-31,0.7736
HO,2001,6,HO_2001-08.csv,11891.285714285714,-0.0773281952472703,2001-06-01,0.7785,2001-06-29,0.7183
HO,2001,7,HO_2001-09.csv,9282.714285714286,-0.05129246176749225,2001-07-02,0.7389,2001-07-31,0.701
HO,2001,8,HO_2001-10.csv,10438.91304347826,0.09321074964639342,2001-08-01,0.707,2001-08-31,0.7729
HO,2001,9,HO_2001-11.csv,10605.3125,-0.1361702127659573,2001-09-04,0.7755,2001-09-28,0.6699
HO,2001,10,HO_2001-12.csv,10565.608695652174,-0.08800239055729864,2001-10-01,0.6693,2001-10-31,0.6104
HO,2001,11,HO_2002-01.csv,14683.65,-0.11880548829701376,2001-11-01,0.6195,2001-11-30,0.5459
HO,2001,12,HO_2002-02.csv,12550.052631578947,-0.001263537906137202,2001-12-03,0.554,2001-12-31,0.5533
HO,2002,1,HO_2002-03.csv,15093.047619047618,-0.0360834088848595,2002-01-02,0.5515,2002-01-31,0.5316
HO,2002,2,HO_2002-04.csv,12701.894736842105,0.0702247191011236,2002-02-01,0.534,2002-02-28,0.5715
HO,2002,3,HO_2002-05.csv,12675.5,0.1791593695271454,2002-03-01,0.571,2002-03-28,0.6733
HO,2002,4,HO_2002-06.csv,12220.40909090909,0.004938271604938205,2002-04-01,0.6885,2002-04-30,0.6919
HO,2002,5,HO_2002-07.csv,10933.318181818182,-0.06120954751793817,2002-05-01,0.6829,2002-05-31,0.6411
HO,2002,6,HO_2002-08.csv,10550.8,0.05065637065637074,2002-06-03,0.6475,2002-06-28,0.6803
HO,2002,7,HO_2002-09.csv,12185.285714285714,-0.005507246376811437,2002-07-01,0.69,2002-07-31,0.6862
HO,2002,8,HO_2002-10.csv,11782.318181818182,0.10236788911348538,2002-08-01,0.6926,2002-08-30,0.7635
HO,2002,9,HO_2002-11.csv,10575.4,0.05997375328083976,2002-09-03,0.762,2002-09-30,0.8077
HO,2002,10,HO_2002-12.csv,14341.826086956522,-0.08323133414932671,2002-10-01,0.817,2002-10-31,0.749
HO,2002,11,HO_2003-01.csv,17248.42105263158,0.007291528569534744,2002-11-01,0.7543,2002-11-27,0.7598
HO,2002,12,HO_2003-02.csv,16773.809523809523,0.15428571428571436,2002-12-02,0.7525,2002-12-31,0.8686
HO,2003,1,HO_2003-03.csv,19435.571428571428,0.10563129816241834,2003-01-02,0.8435,2003-01-31,0.9326
HO,2003,2,HO_2003-04.csv,20296.315789473683,0.2212097049777879,2003-02-03,0.8779,2003-02-28,1.0721
HO,2003,3,HO_2003-05.csv,14099.809523809523,-0.17605558524853016,2003-03-03,0.9355,2003-03-31,0.7708
HO,2003,4,HO_2003-06.csv,11506.666666666666,-0.09450171821305842,2003-04-01,0.7566,2003-04-30,0.6851
HO,2003,5,HO_2003-07.csv,12739.333333333334,0.08987618353969418,2003-05-01,0.6865,2003-05-30,0.7482
HO,2003,6,HO_2003-08.csv,12113.619047619048,0.03585552333245445,2003-06-02,0.7586,2003-06-30,0.7858
HO,2003,7,HO_2003-09.csv,12644.863636363636,0.014739517153748327,2003-07-01,0.787,2003-07-31,0.7986
HO,2003,8,HO_2003-10.csv,13560.047619047618,0.0221425037110341,2003-08-01,0.8084,2003-08-29,0.8263
HO,2003,9,HO_2003-11.csv,13819.285714285714,-0.05200433369447455,2003-09-02,0.8307,2003-09-30,0.7875
HO,2003,10,HO_2003-12.csv,18504.478260869564,0.008060453400503764,2003-10-01,0.794,2003-10-31,0.8004
HO,2003,11,HO_2004-01.csv,15846.944444444445,0.04359133126934989,2003-11-03,0.8075,2003-11-26,0.8427
HO,2003,12,HO_2004-02.csv,15812.809523809523,0.0888095238095239,2003-12-01,0.84,2003-12-31,0.9146
HO,2004,1,HO_2004-03.csv,22800.63157894737,0.01294390972452697,2004-01-05,0.9039,2004-01-30,0.9156
HO,2004,2,HO_2004-04.csv,18850.0,0.0952325581395348,2004-02-02,0.86,2004-02-27,0.9419
HO,2004,3,HO_2004-05.csv,16394.782608695652,-0.012024269167126289,2004-03-01,0.9065,2004-03-31,0.8956
HO,2004,4,HO_2004-06.csv,16535.285714285714,0.06683978773851185,2004-04-01,0.8857,2004-04-30,0.9449
HO,2004,5,HO_2004-07.csv,15724.55,0.06408488063660456,2004-05-03,0.9425,2004-05-28,1.0029
HO,2004,6,HO_2004-08.csv,16296.761904761905,-0.006617360840794229,2004-06-01,1.0276,2004-06-30,1.0208
HO,2004,7,HO_2004-09.csv,13391.285714285714,0.14078048780487817,2004-07-01,1.025,2004-07-30,1.1693
HO,2004,8,HO_2004-10.csv,15130.90909090909,-0.04498681860702436,2004-08-02,1.1759,2004-08-31,1.123
HO,2004,9,HO_2004-11.csv,15221.57142857143,0.21854945054945074,2004-09-01,1.1375,2004-09-30,1.3861
HO,2004,10,HO_2004-12.csv,21505.0,0.05634920634920637,2004-10-01,1.386,2004-10-29,1.4641
HO,2004,11,HO_2005-01.csv,18806.9,-0.038440677966101844,2004-11-01,1.475,2004-11-30,1.4183
HO,2004,12,HO_2005-02.csv,17716.904761904763,-0.11664315937940761,2004-12-01,1.418,2004-12-30,1.2526
HO,2005,1,HO_2005-03.csv,18902.2,0.10954732510288068,2005-01-03,1.215,2005-01-31,1.3481
HO,2005,2,HO_2005-04.csv,20096.473684210527,0.10333839150227608,2005-02-01,1.318,2005-02-28,1.4542
HO,2005,3,HO_2005-05.csv,19017.0,0.15435714285714308,2005-03-01,1.4,2005-03-31,1.6161
HO,2005,4,HO_2005-06.csv,17197.190476190477,-0.10517728271101345,2005-04-01,1.5935,2005-04-29,1.4259
HO,2005,5,HO_2005-07.csv,15797.619047619048,0.01541155866900179,2005-05-02,1.4275,2005-05-31,1.4495
HO,2005,6,HO_2005-08.csv,18134.590909090908,0.11908344733242138,2005-06-01,1.462,2005-06-30,1.6361
HO,2005,7,HO_2005-09.csv,16593.4,0.009880708519098613,2005-07-01,1.6598,2005-07-29,1.6762
HO,2005,8,HO_2005-10.csv,17324.652173913044,0.2043964967229277,2005-08-01,1.7241,2005-08-31,2.0765
HO,2005,9,HO_2005-11.csv,17702.14285714286,0.01943513642891337,2005-09-01,2.089,2005-09-30,2.1296
HO,2005,10,HO_2005-12.csv,17190.809523809523,-0.15548455804046857,2005-10-03,2.1597,2005-10-31,1.8239
HO,2005,11,HO_2006-01.csv,17086.75,-0.09978689397975493,2005-11-01,1.877,2005-11-30,1.6897
HO,2005,12,HO_2006-02.csv,18224.428571428572,0.02324236817761327,2005-12-01,1.7296,2005-12-30,1.7698
HO,2006,1,HO_2006-03.csv,20210.15,0.03744666516954864,2006-01-03,1.7812,2006-01-31,1.8479
HO,2006,2,HO_2006-04.csv,20248.157894736843,-0.08016021361815762,2006-02-01,1.8725,2006-02-28,1.7224
HO,2006,3,HO_2006-05.csv,17196.782608695652,0.06687661036358428,2006-03-01,1.7465,2006-03-31,1.8633
HO,2006,4,HO_2006-06.csv,19115.947368421053,0.07280285668603104,2006-04-03,1.8763,2006-04-28,2.0129
HO,2006,5,HO_2006-07.csv,18531.590909090908,-0.01854402361042784,2006-05-01,2.033,2006-05-31,1.9953
HO,2006,6,HO_2006-08.csv,17086.81818181818,0.0005425400739826891,2006-06-01,2.0275,2006-06-30,2.0286
HO,2006,7,HO_2006-09.csv,18868.052631578947,-0.022780681981679707,2006-07-05,2.0851,2006-07-31,2.0376
HO,2006,8,HO_2006-10.csv,17277.304347826088,-0.05002361832782243,2006-08-01,2.117,2006-08-31,2.0111
HO,2006,9,HO_2006-11.csv,20383.65,-0.14924069671534623,2006-09-01,2.0611,2006-09-29,1.7535
HO,2006,10,HO_2006-12.csv,20948.31818181818,-0.08577382911045295,2006-10-02,1.8234,2006-10-31,1.667
HO,2006,11,HO_2007-01.csv,21906.85714285714,0.07370864770748686,2006-11-01,1.723,2006-11-30,1.85
HO,2006,12,HO_2007-02.csv,21641.1,-0.12095999999999996,2006-12-01,1.875,2006-12-29,1.6482
HO,2007,1,HO_2007-03.csv,29261.05,0.0010701545778835087,2007-01-03,1.682,2007-01-31,1.6838
HO,2007,2,HO_2007-04.csv,26404.63157894737,0.06504941599281233,2007-02-01,1.6695,2007-02-28,1.7781
HO,2007,3,HO_2007-05.csv,21367.81818181818,0.06063517179023514,2007-03-01,1.7696,2007-03-30,1.8769
HO,2007,4,HO_2007-06.csv,24015.45,0.006213159152461456,2007-04-02,1.8831,2007-04-30,1.8948
HO,2007,5,HO_2007-07.csv,21273.31818181818,-0.008894736842105178,2007-05-01,1.9,2007-05-31,1.8831
HO,2007,6,HO_2007-08.csv,24048.333333333332,0.07630691399662748,2007-06-01,1.8976,2007-06-29,2.0424
HO,2007,7,HO_2007-09.csv,24095.666666666668,0.03168124392614202,2007-07-02,2.058,2007-07-31,2.1232
HO,2007,8,HO_2007-10.csv,20858.217391304348,-0.038058724518421516,2007-08-01,2.1388,2007-08-31,2.0574
HO,2007,9,HO_2007-11.csv,22683.263157894737,0.07231992291014211,2007-09-04,2.0755,2007-09-28,2.2256
HO,2007,10,HO_2007-12.csv,24224.739130434784,0.12935345597428127,2007-10-01,2.2396,2007-10-31,2.5293
HO,2007,11,HO_2008-01.csv,26162.04761904762,-0.017040569061205324,2007-11-01,2.5586,2007-11-30,2.515
HO,2007,12,HO_2008-02.csv,22804.75,0.0540680326238312,2007-12-03,2.5135,2007-12-31,2.6494
HO,2008,1,HO_2008-03.csv,25450.85714285714,-0.04396310576850371,2008-01-02,2.6454,2008-01-31,2.5291
HO,2008,2,HO_2008-04.csv,27545.45,0.12944632222758745,2008-02-01,2.4852,2008-02-29,2.8069
HO,2008,3,HO_2008-05.csv,28060.3,0.05068874507393617,2008-03-03,2.7659,2008-03-31,2.9061
HO,2008,4,HO_2008-06.csv,25410.363636363636,0.10725430384628853,2008-04-01,2.8521,2008-04-30,3.158
HO,2008,5,HO_2008-07.csv,25829.85714285714,0.14670377783337507,2008-05-01,3.1976,2008-05-30,3.6667
HO,2008,6,HO_2008-08.csv,23631.85714285714,0.05884583096379359,2008-06-02,3.6927,2008-06-30,3.91
HO,2008,7,HO_2008-09.csv,21633.545454545456,-0.12566662454189315,2008-07-01,3.9565,2008-07-31,3.4593
HO,2008,8,HO_2008-10.csv,23165.95238095238,-0.08486481837208626,2008-08-01,3.4879,2008-08-29,3.1919
HO,2008,9,HO_2008-11.csv,20881.714285714286,-0.11706573127954867,2008-09-02,3.2785,2008-09-30,2.8947
HO,2008,10,HO_2008-12.csv,22740.739130434784,-0.2894207493777914,2008-10-01,2.9331,2008-10-31,2.0842
HO,2008,11,HO_2009-01.csv,19830.57894736842,-0.18146919431279607,2008-11-03,2.11,2008-11-28,1.7271
HO,2008,12,HO_2009-02.csv,19164.636363636364,-0.17120689655172416,2008-12-01,1.74,2008-12-31,1.4421
HO,2009,1,HO_2009-03.csv,27641.75,-0.011034482758620734,2009-01-02,1.45,2009-01-30,1.434
HO,2009,2,HO_2009-04.csv,22636.63157894737,-0.11388422818791932,2009-02-02,1.4304,2009-02-27,1.2675
HO,2009,3,HO_2009-05.csv,20761.590909090908,0.07742596093257714,2009-03-02,1.2696,2009-03-31,1.3679
HO,2009,4,HO_2009-06.csv,23353.95238095238,-0.03130434782608693,2009-04-01,1.38,2009-04-30,1.3368
HO,2009,5,HO_2009-07.csv,22588.2,0.2338015738765904,2009-05-01,1.3597,2009-05-29,1.6776
HO,2009,6,HO_2009-08.csv,22642.81818181818,0.04111583483780801,2009-06-01,1.7171,2009-06-30,1.7877
HO,2009,7,HO_2009-09.csv,27715.863636363636,-0.008923742563547887,2009-07-01,1.849,2009-07-31,1.8325
HO,2009,8,HO_2009-10.csv,22571.52380952381,-0.03495197438633946,2009-08-03,1.874,2009-08-31,1.8085
HO,2009,9,HO_2009-11.csv,22738.04761904762,-0.0014168937329699371,2009-09-01,1.835,2009-09-30,1.8324
HO,2009,10,HO_2009-12.csv,31070.272727272728,0.08336484953265977,2009-10-01,1.8509,2009-10-30,2.0052
HO,2009,11,HO_2010-01.csv,29466.2,0.0021531685833129366,2009-11-02,2.0435,2009-11-30,2.0479
HO,2009,12,HO_2010-02.csv,25504.545454545456,0.017311021350259637,2009-12-01,2.0796,2009-12-31,2.1156
HO,2010,1,HO_2010-03.csv,34436.42105263158,-0.10519668833902429,2010-01-04,2.1379,2010-01-29,1.913
HO,2010,2,HO_2010-04.csv,28220.36842105263,0.06065975298348003,2010-02-01,1.9189,2010-02-26,2.0353
HO,2010,3,HO_2010-05.csv,27781.695652173912,0.061787350160802834,2010-03-01,2.0522,2010-03-31,2.179
HO,2010,4,HO_2010-06.csv,40582.52380952381,0.06025365138958838,2010-04-01,2.1841,2010-04-30,2.3157
HO,2010,5,HO_2010-07.csv,36556.55,-0.1470212765957446,2010-05-03,2.35,2010-05-28,2.0045
HO,2010,6,HO_2010-08.csv,29983.227272727272,-0.004546577711885269,2010-06-01,2.0235,2010-06-30,2.0143
HO,2010,7,HO_2010-09.csv,29113.238095238095,0.024985273905360206,2010-07-01,2.0372,2010-07-30,2.0881
HO,2010,8,HO_2010-10.csv,32194.18181818182,-0.05869842620161625,2010-08-02,2.1159,2010-08-31,1.9917
HO,2010,9,HO_2010-11.csv,34413.619047619046,0.12523568522377682,2010-09-01,2.0154,2010-09-30,2.2678
HO,2010,10,HO_2010-12.csv,36429.04761904762,-0.016957343056714924,2010-10-01,2.2763,2010-10-29,2.2377
HO,2010,11,HO_2011-01.csv,32190.333333333332,0.024912915031526817,2010-11-01,2.2679,2010-11-30,2.3244
HO,2010,12,HO_2011-02.csv,28834.18181818182,0.08761122518822728,2010-12-01,2.3376,2010-12-31,2.5424
HO,2011,1,HO_2011-03.csv,40135.3,0.07547095761381462,2011-01-03,2.548,2011-01-31,2.7403
HO,2011,2,HO_2011-04.csv,37300.10526315789,0.07770443711037767,2011-02-01,2.727,2011-02-28,2.9389
HO,2011,3,HO_2011-05.csv,32576.608695652172,0.05365605958023001,2011-03-01,2.954,2011-03-31,3.1125
HO,2011,4,HO_2011-06.csv,35260.65,0.05077786688051322,2011-04-01,3.1175,2011-04-29,3.2758
HO,2011,5,HO_2011-07.csv,36346.95238095238,-0.07223387121281188,2011-05-02,3.2907,2011-05-31,3.053
HO,2011,6,HO_2011-08.csv,34391.22727272727,-0.03954231320902335,2011-06-01,3.0676,2011-06-30,2.9463
HO,2011,7,HO_2011-09.csv,30678.4,0.04851150202976995,2011-07-01,2.956,2011-07-29,3.0994
HO,2011,8,HO_2011-10.csv,33502.739130434784,-0.01658163265306123,2011-08-01,3.136,2011-08-31,3.084
HO,2011,9,HO_2011-11.csv,39254.619047619046,-0.10197421564509346,2011-09-01,3.0949,2011-09-30,2.7793
HO,2011,10,HO_2011-12.csv,44706.380952380954,0.1010584677419355,2011-10-03,2.7776,2011-10-31,3.0583
HO,2011,11,HO_2012-01.csv,43422.90476190476,-0.0051958301818541,2011-11-01,3.0409,2011-11-30,3.0251
HO,2011,12,HO_2012-02.csv,33487.0,-0.04106614017769006,2011-12-01,3.039,2011-12-30,2.9142
HO,2012,1,HO_2012-03.csv,46973.05,0.046692740496774965,2012-01-03,2.9148,2012-01-31,3.0509
HO,2012,2,HO_2012-04.csv,45003.7,0.05509297350666453,2012-02-01,3.0385,2012-02-29,3.2059
HO,2012,3,HO_2012-05.csv,38593.36363636364,-0.013198443579766517,2012-03-01,3.2125,2012-03-30,3.1701
HO,2012,4,HO_2012-06.csv,42358.45,-0.0010979703234306193,2012-04-02,3.1877,2012-04-30,3.1842
HO,2012,5,HO_2012-07.csv,36392.36363636364,-0.14993710691823914,2012-05-01,3.18,2012-05-31,2.7032
HO,2012,6,HO_2012-08.csv,41662.28571428572,-0.002503036772554812,2012-06-01,2.7167,2012-06-29,2.7099
HO,2012,7,HO_2012-09.csv,39261.71428571428,0.05080618381728952,2012-07-02,2.7103,2012-07-31,2.848
HO,2012,8,HO_2012-10.csv,36077.65217391304,0.11664325842696632,2012-08-01,2.848,2012-08-31,3.1802
HO,2012,9,HO_2012-11.csv,41731.21052631579,-0.006946845629145271,2012-09-04,3.1813,2012-09-28,3.1592
HO,2012,10,HO_2012-12.csv,53740.391304347824,-0.024652036818804346,2012-10-01,3.1397,2012-10-31,3.0623
HO,2012,11,HO_2013-01.csv,40249.333333333336,0.003672733234956649,2012-11-01,3.0495,2012-11-30,3.0607
HO,2012,12,HO_2013-02.csv,35613.25,-0.014657609932074545,2012-12-03,3.0769,2012-12-31,3.0318
HO,2013,1,HO_2013-03.csv,46643.857142857145,0.033811781085291814,2013-01-02,3.0167,2013-01-31,3.1187
HO,2013,2,HO_2013-04.csv,43383.63157894737,-0.04715462855671415,2013-02-01,3.1068,2013-02-28,2.9603
HO,2013,3,HO_2013-05.csv,39697.05,0.003457928536143573,2013-03-01,3.0365,2013-03-28,3.047
HO,2013,4,HO_2013-06.csv,44194.818181818184,-0.0658595960260544,2013-04-01,3.0398,2013-04-30,2.8396
HO,2013,5,HO_2013-07.csv,38871.40909090909,-0.016617168717295905,2013-05-01,2.8284,2013-05-31,2.7814
HO,2013,6,HO_2013-08.csv,37820.5,0.02388882919666191,2013-06-03,2.7921,2013-06-28,2.8588
HO,2013,7,HO_2013-09.csv,35937.63636363636,0.0669507211958229,2013-07-01,2.8633,2013-07-31,3.055
HO,2013,8,HO_2013-10.csv,31740.772727272728,0.025870809484873192,2013-08-01,3.0575,2013-08-30,3.1366
HO,2013,9,HO_2013-11.csv,34234.7,-0.045546526194070736,2013-09-03,3.1133,2013-09-30,2.9715
HO,2013,10,HO_2013-12.csv,40414.608695652176,-0.002902953586497836,2013-10-01,2.9625,2013-10-31,2.9539
HO,2013,11,HO_2014-01.csv,35836.65,0.02388432823215436,2013-11-01,2.9601,2013-11-29,3.0308
HO,2013,12,HO_2014-02.csv,30958.52380952381,0.013490279063615995,2013-12-02,3.0244,2013-12-31,3.0652
HO,2014,1,HO_2014-03.csv,51155.0,-0.019690576652601988,2014-01-02,3.0573,2014-01-31,2.9971
HO,2014,2,HO_2014-04.csv,47494.42105263158,0.025987278478859732,2014-02-03,2.9399,2014-02-28,3.0163
HO,2014,3,HO_2014-05.csv,38263.333333333336,-0.0233348889925995,2014-03-03,2.9998,2014-03-31,2.9298
HO,2014,4,HO_2014-06.csv,35362.333333333336,0.0018133296838647173,2014-04-01,2.9228,2014-04-30,2.9281
HO,2014,5,HO_2014-07.csv,32541.0,-0.012446146481570164,2014-05-01,2.9246,2014-05-30,2.8882
HO,2014,6,HO_2014-08.csv,33297.857142857145,0.028234724910146447,2014-06-02,2.8936,2014-06-30,2.9753
HO,2014,7,HO_2014-09.csv,37078.954545454544,-0.03179442508710806,2014-07-01,2.9848,2014-07-31,2.8899
HO,2014,8,HO_2014-10.csv,33832.19047619047,-0.00921467419544797,2014-08-01,2.8867,2014-08-29,2.8601
HO,2014,9,HO_2014-11.csv,33113.23809523809,-0.07525643709441077,2014-09-02,2.8662,2014-09-30,2.6505
HO,2014,10,HO_2014-12.csv,47739.565217391304,-0.05810638457498685,2014-10-01,2.6658,2014-10-31,2.5109
HO,2014,11,HO_2015-01.csv,50120.0,-0.1389641434262947,2014-11-03,2.51,2014-11-28,2.1612
HO,2014,12,HO_2015-02.csv,41445.545454545456,-0.1481533101045296,2014-12-01,2.1525,2014-12-31,1.8336
HO,2015,1,HO_2015-03.csv,49643.05,-0.0714636676311623,2015-01-02,1.8317,2015-01-30,1.7008
HO,2015,2,HO_2015-04.csv,55390.89473684211,0.17699326137515659,2015-02-02,1.6769,2015-02-27,1.9737
HO,2015,3,HO_2015-05.csv,42494.318181818184,-0.1126811782430257,2015-03-02,1.9249,2015-03-31,1.708
HO,2015,4,HO_2015-06.csv,40746.857142857145,0.15178831055539388,2015-04-01,1.7195,2015-04-30,1.9805
HO,2015,5,HO_2015-07.csv,39378.1,-0.018870772946859904,2015-05-01,1.9872,2015-05-29,1.9497
HO,2015,6,HO_2015-08.csv,37478.454545454544,-0.034533844189016616,2015-06-01,1.9575,2015-06-30,1.8899
HO,2015,7,HO_2015-09.csv,39030.27272727273,-0.15949005501481173,2015-07-01,1.8904,2015-07-31,1.5889
HO,2015,8,HO_2015-10.csv,46470.47619047619,0.06698444555945815,2015-08-03,1.5944,2015-08-31,1.7012
HO,2015,9,HO_2015-11.csv,38751.52380952381,-0.09137115839243493,2015-09-01,1.692,2015-09-30,1.5374
HO,2015,10,HO_2015-12.csv,48537.59090909091,-0.029187736030211964,2015-10-01,1.5623,2015-10-30,1.5167
HO,2015,11,HO_2016-01.csv,41875.75,-0.1209347614410905,2015-11-02,1.5405,2015-11-30,1.3542
HO,2015,12,HO_2016-02.csv,41853.681818181816,-0.1878161584043937,2015-12-01,1.3838,2015-12-31,1.1239
HO,2016,1,HO_2016-03.csv,53717.94736842105,-0.07677165354330717,2016-01-04,1.1684,2016-01-29,1.0787
HO,2016,2,HO_2016-04.csv,44432.85,0.005238970588235192,2016-02-01,1.088,2016-02-29,1.0937
HO,2016,3,HO_2016-05.csv,35891.63636363636,0.06170517642844353,2016-03-01,1.1166,2016-03-31,1.1855
HO,2016,4,HO_2016-06.csv,47479.47619047619,0.1584754262788366,2016-04-01,1.1964,2016-04-29,1.386
HO,2016,5,HO_2016-07.csv,48855.80952380953,0.07829155862863724,2016-05-02,1.3884,2016-05-31,1.4971
HO,2016,6,HO_2016-08.csv,45774.0,-0.005544422177688801,2016-06-01,1.497,2016-06-30,1.4887
HO,2016,7,HO_2016-09.csv,45386.25,-0.13502249272294253,2016-07-01,1.5116,2016-07-29,1.3075
HO,2016,8,HO_2016-10.csv,43690.260869565216,0.07413546296993911,2016-08-01,1.3273,2016-08-31,1.4257
